policy_id,source_section,source_start,source_end,source_kind,source_text,b0_proposed,b1_proposed,b2_proposed,b3_proposed,read_before,proposed_validation,status,b0_actual_path,b0_actual_anchor,semantic_status,review_evidence,b1_actual_path,b1_actual_anchor,b1_movement_reason,b1_semantic_status,b1_review_evidence,b2_actual_path,b2_validation_evidence,b2_unverified_status,b3_actual_path,b3_actual_anchor,b3_semantic_status,b3_review_evidence
P011,1. 작업 시작 게이트,26,26,list-rule,8. 작업에 필요한 역할 문서와 Skill을 확인한다.,AGENTS.md#P011,AGENTS.md (invariant) + proposed reference/core#P011,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,세션 시작; 검증/보고 규칙은 완료 전에도 적용,"S1,S2,S3,S6,SAFETY-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#1-작업-시작-게이트,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,.agents/skills/harness-issue/references/work-contract.md,1-작업-시작-게이트,B0 root 작업 시작 상세를 harness-issue 필수 reference로 이동,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,.agents/skills/harness-issue/references/work-contract.md,validate-instruction-links.py:manifest-path-anchor-pass,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,.agents/skills/harness-issue/references/work-contract.md,1-작업-시작-게이트,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P012,1. 작업 시작 게이트,28,28,paragraph,브랜치 형식:,AGENTS.md#P012,AGENTS.md (invariant) + proposed reference/core#P012,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,세션 시작; 검증/보고 규칙은 완료 전에도 적용,"S1,S2,S3,S6,SAFETY-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#1-작업-시작-게이트,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,.agents/skills/harness-issue/references/work-contract.md,1-작업-시작-게이트,B0 root 작업 시작 상세를 harness-issue 필수 reference로 이동,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,.agents/skills/harness-issue/references/work-contract.md; TASK.md; scripts/validate-task-contract.py,validate-instruction-links.py:manifest-path-anchor-pass; validate-task-contract.py:self-test-actual-staged-fixture-pass,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,.agents/skills/harness-issue/references/work-contract.md; TASK.md; scripts/validate-task-contract.py,1-작업-시작-게이트,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P013,1. 작업 시작 게이트,30,32,fenced-source,"```text
<type>/gh-<ISSUE-NUMBER>-<short-slug>
```",AGENTS.md#P013,AGENTS.md (invariant) + proposed reference/core#P013,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,세션 시작; 검증/보고 규칙은 완료 전에도 적용,"S1,S2,S3,S6,SAFETY-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#1-작업-시작-게이트,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,.agents/skills/harness-issue/references/work-contract.md,1-작업-시작-게이트,B0 root 작업 시작 상세를 harness-issue 필수 reference로 이동,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,.agents/skills/harness-issue/references/work-contract.md,validate-instruction-links.py:manifest-path-anchor-pass,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,.agents/skills/harness-issue/references/work-contract.md,1-작업-시작-게이트,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P014,1. 작업 시작 게이트,34,34,paragraph,예:,AGENTS.md#P014,AGENTS.md (invariant) + proposed reference/core#P014,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,세션 시작; 검증/보고 규칙은 완료 전에도 적용,"S1,S2,S3,S6,SAFETY-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#1-작업-시작-게이트,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,.agents/skills/harness-issue/references/work-contract.md,1-작업-시작-게이트,B0 root 작업 시작 상세를 harness-issue 필수 reference로 이동,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,.agents/skills/harness-issue/references/work-contract.md,validate-instruction-links.py:manifest-path-anchor-pass,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,.agents/skills/harness-issue/references/work-contract.md,1-작업-시작-게이트,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P015,1. 작업 시작 게이트,36,39,fenced-source,"```text
feat/gh-42-direction-post
infra/gh-77-aws-baseline
```",AGENTS.md#P015,AGENTS.md (invariant) + proposed reference/core#P015,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,세션 시작; 검증/보고 규칙은 완료 전에도 적용,"S1,S2,S3,S6,SAFETY-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#1-작업-시작-게이트,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,.agents/skills/harness-issue/references/work-contract.md,1-작업-시작-게이트,B0 root 작업 시작 상세를 harness-issue 필수 reference로 이동,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,.agents/skills/harness-issue/references/work-contract.md,validate-instruction-links.py:manifest-path-anchor-pass,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,.agents/skills/harness-issue/references/work-contract.md,1-작업-시작-게이트,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P016,1. 작업 시작 게이트,41,41,paragraph,Issue가 없으면 GitHub Project draft item의 계획과 작업 분해까지만 허용한다.,AGENTS.md#P016,AGENTS.md (invariant) + proposed reference/core#P016,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,세션 시작; 검증/보고 규칙은 완료 전에도 적용,"S1,S2,S3,S6,SAFETY-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#1-작업-시작-게이트,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,.agents/skills/harness-issue/references/work-contract.md,1-작업-시작-게이트,B0 root 작업 시작 상세를 harness-issue 필수 reference로 이동,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,.agents/skills/harness-issue/references/work-contract.md,validate-instruction-links.py:manifest-path-anchor-pass,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,.agents/skills/harness-issue/references/work-contract.md,1-작업-시작-게이트,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P017,1. 작업 시작 게이트,43,43,paragraph,다음 작업은 수행하지 않는다.,AGENTS.md#P017,AGENTS.md (invariant) + proposed reference/core#P017,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,세션 시작; 검증/보고 규칙은 완료 전에도 적용,"S1,S2,S3,S6,SAFETY-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#1-작업-시작-게이트,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,.agents/skills/harness-issue/references/work-contract.md,1-작업-시작-게이트,B0 root 작업 시작 상세를 harness-issue 필수 reference로 이동,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,.agents/skills/harness-issue/references/work-contract.md,validate-instruction-links.py:manifest-path-anchor-pass,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,.agents/skills/harness-issue/references/work-contract.md,1-작업-시작-게이트,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P018,1. 작업 시작 게이트,45,45,list-rule,* 애플리케이션 구현,AGENTS.md#P018,AGENTS.md (invariant) + proposed reference/core#P018,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,세션 시작; 검증/보고 규칙은 완료 전에도 적용,"S1,S2,S3,S6,SAFETY-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#1-작업-시작-게이트,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,.agents/skills/harness-issue/references/work-contract.md,1-작업-시작-게이트,B0 root 작업 시작 상세를 harness-issue 필수 reference로 이동,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,.agents/skills/harness-issue/references/work-contract.md,validate-instruction-links.py:manifest-path-anchor-pass,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,.agents/skills/harness-issue/references/work-contract.md,1-작업-시작-게이트,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P019,1. 작업 시작 게이트,46,46,list-rule,* Terraform 구현,AGENTS.md#P019,AGENTS.md (invariant) + proposed reference/core#P019,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,세션 시작; 검증/보고 규칙은 완료 전에도 적용,"S1,S2,S3,S6,SAFETY-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#1-작업-시작-게이트,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,.agents/skills/harness-issue/references/work-contract.md,1-작업-시작-게이트,B0 root 작업 시작 상세를 harness-issue 필수 reference로 이동,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,.agents/skills/harness-issue/references/work-contract.md,validate-instruction-links.py:manifest-path-anchor-pass,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,.agents/skills/harness-issue/references/work-contract.md,1-작업-시작-게이트,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P020,1. 작업 시작 게이트,47,47,list-rule,* 인프라 변경,AGENTS.md#P020,AGENTS.md (invariant) + proposed reference/core#P020,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,세션 시작; 검증/보고 규칙은 완료 전에도 적용,"S1,S2,S3,S6,SAFETY-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#1-작업-시작-게이트,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,.agents/skills/harness-issue/references/work-contract.md,1-작업-시작-게이트,B0 root 작업 시작 상세를 harness-issue 필수 reference로 이동,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,.agents/skills/harness-issue/references/work-contract.md,validate-instruction-links.py:manifest-path-anchor-pass,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,.agents/skills/harness-issue/references/work-contract.md,1-작업-시작-게이트,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
P021,1. 작업 시작 게이트,48,48,list-rule,* 배포,AGENTS.md#P021,AGENTS.md (invariant) + proposed reference/core#P021,B1 + proven automated check where applicable,B2 + scoped infra/test routing where applicable,세션 시작; 검증/보고 규칙은 완료 전에도 적용,"S1,S2,S3,S6,SAFETY-POLICY",SOURCE_INDEXED; SEMANTIC_REVIEW_PENDING; NOT_IMPLEMENTED,AGENTS.md,#1-작업-시작-게이트,B0_SOURCE_PASS,gh-223-fixtures.json#/b0_source_review,.agents/skills/harness-issue/references/work-contract.md,1-작업-시작-게이트,B0 root 작업 시작 상세를 harness-issue 필수 reference로 이동,B1_SOURCE_PASS,gh-223-fixtures.json#/b1_source_review,.agents/skills/harness-issue/references/work-contract.md,validate-instruction-links.py:manifest-path-anchor-pass,STATIC_POLICY_REVIEW_PASS; RUNTIME_LOADING_AND_REMOTE_ENFORCEMENT_UNVERIFIED,.agents/skills/harness-issue/references/work-contract.md,1-작업-시작-게이트,B3_STATIC_REVIEW_PASS; INDEPENDENT_REVIEW_PASS; RUNTIME_LOADING_UNVERIFIED,.superpowers/sdd/2026-09-11-codex-instruction-architecture-phase2/scratch/task-6-report.md#source-unit-mapping-audit
